User Language,"Are you a Smart Home Personal Assistant (SPA) user or owner, e.g., Amazon Echo or Google Home?",Which SPA do you use? (Check all that apply) - Selected Choice,Which SPA do you use? (Check all that apply) - Other - Text,How long have you been using it?,Would you consider using it in the future?,Please choose from the following why you would consider owing or buying a smart speaker/assistant in the future: Select all options that apply - Selected Choice,Please choose from the following why you would consider owing or buying a smart speaker/assistant in the future: Select all options that apply - Other - Text,Please choose from the following why you may NOT wish to use a Smart Home Personal Assistants in the future: Select all options that apply - Selected Choice,Please choose from the following why you may NOT wish to use a Smart Home Personal Assistants in the future: Select all options that apply - Other - Text,Age,Employment Status,Gender identity,Highest education level completed,Internet enabled products,Student Status,Technology use at work
EN-GB,Yes,Google Home,,Less than a year ago,,,,,,20,Unemployed (and job seeking),Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",Yes,2 or 3 times a week
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,23,Unemployed (and job seeking),Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors)",Yes,about once a day
EN-GB,Yes,Google Home,,1 Year,,,,,,18,Part-Time,Female,No formal qualifications,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",Yes,2 or 3 times a week
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,21,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast)",No,not at all
EN-GB,No,,,,Yes,"It provides convenience,It is useful",,,,20,Part-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast)",No,2 or 3 times a week
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,56,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",No,not at all
EN-GB,No,,,,Yes,Just to try it out,,,,42,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch)",No,more than once a day
EN-GB,Yes,Google Home,,"2 Years
",,,,,,23,Other,Male,High school diploma/A-levels,"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi)",Yes,more than once a day
EN-GB,Yes,Google Home,,3 Years ,,,,,,32,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast)",No,more than once a day
EN-GB,Yes,Google Home,,Less than a year ago,,,,,,34,Unemployed (and job seeking),Female,Doctorate degree (PhD/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,more than once a day
EN-GB,Yes,Google Home,,"2 Years
",,,,,,42,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo)",No,more than once a day
EN-GB,Yes,Google Home,,1 Year,,,,,,20,Other,Female,High school diploma/A-levels,"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi)",Yes,2 or 3 times a week
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,21,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Smart TV (e.g. Samsung, LG, JVC)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,33,Part-Time,Female,High school diploma/A-levels,"Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera)",No,about once a week
EN-GB,Yes,Google Home,,"2 Years
",,,,,,29,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,19,Unemployed (and job seeking),Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",Yes,not at all
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,24,Unemployed (and job seeking),Rather not say,High school diploma/A-levels,"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Games console (e.g. PS4, Xbox one), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart TV (e.g. Samsung, LG, JVC), Video streaming product (e.g. AppleTV, chromecast), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",Yes,4 or 6 times a week
EN-GB,Yes,"Google Home,Microsoft cortana",,1 Year,,,,,,32,Full-Time,Male,Technical/community college,"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected printers (e.g. WiFi), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful",,,,33,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Smart Thermostat (e.g. Nest, Hive, tadoi), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",No,about once a day
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,55,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,not at all
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,53,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi), Video streaming product (e.g. AppleTV, chromecast)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,37,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,4 or 6 times a week
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,1 Year,,,,,,41,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,High school diploma/A-levels,"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",No,not at all
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,23,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Smart Thermostat (e.g. Nest, Hive, tadoi), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,less than once a week
EN-GB,No,,,,Yes,"It provides convenience,It is useful",,,,24,Other,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",Yes,about once a week
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,29,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",No,more than once a day
EN-GB,No,,,,Yes,Just to try it out,,,,22,Part-Time,Female,High school diploma/A-levels,"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart TV (e.g. Samsung, LG, JVC), Connected printers (e.g. WiFi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",Yes,about once a week
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,43,Full-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,42,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Secondary education (e.g. GED/GCSE),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi)",No,not at all
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,55,Unemployed (and job seeking),Female,High school diploma/A-levels,Connected printers (e.g. WiFi),No,not at all
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,23,Other,Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi)",Yes,more than once a day
EN-GB,Yes,"Google Home,Microsoft cortana",,"2 Years
",,,,,,30,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors)",Yes,4 or 6 times a week
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,31,Full-Time,Female,High school diploma/A-levels,"Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",No,2 or 3 times a week
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,59,Full-Time,Male,Secondary education (e.g. GED/GCSE),"Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,more than once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,"2 Years
",,,,,,21,Other,Male,Secondary education (e.g. GED/GCSE),"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch)",Yes,about once a day
EN-GB,Yes,Google Home,,3 Years ,,,,,,47,Other,Female,Graduate degree (MA/MSc/MPhil/other),"Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",No,about once a day
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,25,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC)",Yes,more than once a day
EN-GB,Yes,"Amazon Echo/Alexa,Microsoft cortana",,Less than a year ago,,,,,,23,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Games console (e.g. PS4, Xbox one), Connected printers (e.g. WiFi), Video streaming product (e.g. AppleTV, chromecast), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",Yes,4 or 6 times a week
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,30,Unemployed (and job seeking),Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,59,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,34,Part-Time,Female,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera)",No,more than once a day
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,20,Other,Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",Yes,not at all
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,25,Due to start a new job within the next month,Male,Undergraduate degree (BA/BSc/other),"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Games console (e.g. PS4, Xbox one), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Smart TV (e.g. Samsung, LG, JVC), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",Yes,about once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,42,Unemployed (and job seeking),Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out",,,,21,Part-Time,Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,21,Part-Time,Female,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast)",No,more than once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,3 Years ,,,,,,24,Part-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch)",No,more than once a day
